group_id,group_label,distributor_id,distributor_label,ano,qtd_serv_realizado,delta_serv_pct,share_serv_focus,delta_share_focus_abs,alerta_quebra_volume,alerta_quebra_mix
cerci,Grupo Cerci,cerci,Cerci — COOPERATIVA DE ELETRIFICAÇÃO RURAL CACHOEIRAS- ITABORAÍ LTDA,2026,15646,-0.6769824720771311,0.6987089351911031,0.013385731854810623,True,False
cerej,Grupo Cerej,cerej,Cerej — COOPERATIVA DE PRESTAÇÃO DE SERVIÇOS PÚBLICOS DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA SENADOR ESTEVES JÚNIOR,2026,23563,-0.6474926694991323,0.8849467385307473,-0.0256809917068207,True,False
ceres,Grupo Ceres,ceres,Ceres — COOPERATIVA DE ELETRIFICAÇÃO RURAL DE RESENDE LTDA.,2024,17880,1.43000815438978,0.603076062639821,-0.07333056959719986,True,False
ceres,Grupo Ceres,ceres,Ceres — COOPERATIVA DE ELETRIFICAÇÃO RURAL DE RESENDE LTDA.,2026,4885,-0.6944965603502189,0.7656090071647902,0.034652159134771376,True,False
cerfox,Grupo Cerfox,cerfox,Cerfox — COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA FONTOURA XAVIER,2026,12032,-0.6346965418829887,0.707529920212766,0.04338321589846894,True,False
cergal,Grupo Cergal,cergal,Cergal — COOPERATIVA DE ELETRIFICAÇÃO RURAL ANITA GARIBALDI LTDA,2026,24326,-0.5611718439946602,0.8524212776453177,0.0006155266621665767,True,False
cergapa,Grupo Cergapa,cergapa,Cergapa — COOPERATIVA DE ELETRICIDADE DE GRÃO PARÁ,2024,5173,0.700525969756739,0.18055287067465686,-0.3155023561498007,True,True
cergapa,Grupo Cergapa,cergapa,Cergapa — COOPERATIVA DE ELETRICIDADE DE GRÃO PARÁ,2025,1544,-0.7015271602551711,0.21243523316062177,0.031882362485964905,True,False
cergapa,Grupo Cergapa,cergapa,Cergapa — COOPERATIVA DE ELETRICIDADE DE GRÃO PARÁ,2026,311,-0.7985751295336787,0.03536977491961415,-0.1770654582410076,True,False
cergral,Grupo Cergral,cergral,Cergral — COOPERATIVA DE ELETRICIDADE DE GRAVATAL,2026,10716,-0.5798306148055208,0.8302538260544979,0.03147716357018171,True,False
ceriluz,Grupo Ceriluz,ceriluz,Ceriluz — COOPERATIVA REGIONAL DE ENERGIA E DESENVOLVIMENTO IJUÍ LTDA,2026,19351,-0.6793643955461294,0.904862797788228,-0.009837626389926801,True,False
ceripa,Grupo Ceripa,ceripa,Ceripa — COOPERATIVA DE ELETRIFICAÇÃO RURAL DE ITAÍ-PARANAPANEMA-AVARÉ,2026,12061,-0.5781244534611214,0.8514219384793964,0.027118884857373904,True,False
ceris,Grupo Ceris,ceris,Ceris — COOPERATIVA DE ELETRIFICAÇÃO RURAL DA REGIÃO DE ITAPECERICA DA SERRA,2026,7529,-0.6440693991396019,0.8867047416655598,-0.005130931761377244,True,False
cermc,Grupo Cermc,cermc,Cermc — COOPERATIVA DE ELETRIFICAÇÃO E DESENVOLVIMENTO DA REGIÃO DE MOGI DAS CRUZES,2026,3337,-0.7632325812402441,0.8543602037758465,-0.004019248473337567,True,False
cermissoes,Grupo Cermissoes,cermissoes,Cermissões — COOPERATIVA DE DISTRIBUIÇÃO E GERAÇÃO DE ENERGIA DAS MISSÕES,2026,25797,-0.6914824913892078,0.793813234096988,0.08772827428068486,True,False
cermoful,Grupo Cermoful,cermoful,Cermoful — COOPERATIVA FUMACENSE DE ELETRICIDADE,2026,14299,-0.6566619444377746,0.8250227288621582,0.039804105672012424,True,False
cerpalo,Grupo Cerpalo,cerpalo,Cerpalo — COOPERATIVA DE ELETRIFICAÇÃO DE PAULO LOPES,2026,25127,-0.744132052992271,0.8819994428304214,-0.022677603695652082,True,False
cerpro,Grupo Cerpro,cerpro,Cerpro — COOPERATIVA DE ELETRIFICAÇÃO RURAL DA REGIÃO DE PROMISSÃO,2026,644,-0.8228822882288229,0.5186335403726708,-0.0336216851498814,True,False
cerrp,Grupo Cerrp,cerrp,Cerrp — COOPERATIVA DE ELETRIFICAÇÃO E DESENVOLVIMENTO DA REGIÃO DE SÃO JOSÉ DO RIO PRETO,2026,2537,-0.8266247522722613,0.7512810405991328,-0.13896702883297274,True,False
cersad,Grupo Cersad,cersad,Cersad — COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA SALTO DONNER,2026,559,-0.6684460260972717,0.8050089445438283,-0.03900054537313491,True,False
cersul,Grupo Cersul,cersul,Cersul — COOPERATIVA DE DISTRIBUIÇÃOI DE ENERGIA,2026,22795,-0.6185575635876841,0.8630401403816627,0.022009350555692087,True,False
certaja,Grupo Certaja,certaja_energia,Certaja Energia — COOPERATIVA REGIONAL DE ENERGIA TAQUARI JACUÍ,2026,27918,-0.6204782425470018,0.8270649760011463,0.06282849199467544,True,False
certel,Grupo Certel,certel_energia,Certel Energia — COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA TEUTÔNIA,2026,73642,-0.5514966960017054,0.7835474321718584,0.03552221824938817,True,False
certhil,Grupo Certhil,certhil,Certhil — COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA ENTRE RIOS LTDA,2024,35003,1.0919794405928758,0.935462674627889,0.14081768299508957,True,False
certhil,Grupo Certhil,certhil,Certhil — COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA ENTRE RIOS LTDA,2026,4203,-0.7888894469837762,0.7654056626219368,-0.10651156074437995,True,False
certrel,Grupo Certrel,certrel,Certrel — COOPERATIVA DE ENERGIA TREVISO,2026,2611,-0.7770852898488858,0.7694369973190348,-0.0687769529925848,True,False
chesp,Grupo Chesp,chesp,Chesp — COMPANHIA HIDROELÉTRICA SÃO PATRÍCIO,2025,64181,1.2313736397455064,0.7341113413627086,0.008595922247873533,True,False
chesp,Grupo Chesp,chesp,Chesp — COMPANHIA HIDROELÉTRICA SÃO PATRÍCIO,2026,31107,-0.5153238497374613,0.749702639277333,0.015591297914624436,True,False
cocel,Grupo Cocel,cocel,Cocel — COMPANHIA CAMPOLARGUENSE DE ENERGIA,2026,91290,-0.5667134964782716,0.812805345601928,0.07261587471551556,True,False
coopera,Grupo Coopera,coopera,Coopera — COOPERATIVA PIONEIRA DE ELETRIFICAÇÃO,2026,32156,-0.6930888683153102,0.8294253016544346,-0.005646711173297736,True,False
cooperalianca,Grupo Cooperalianca,cooperalianca,Cooperaliança — COOPERATIVA ALIANÇA,2026,70197,-0.6077634858017724,0.8452070601307748,0.022229511322621298,True,False
cooperluz,Grupo Cooperluz,cooperluz,Cooperluz — COOPERATIVA DISTRIBUIDORA DE ENERGIA FRONTEIRA NOROESTE,2026,7488,-0.8216888126875268,0.7755074786324786,-0.11159544083220685,True,False
coopermila,Grupo Coopermila,coopermila,Coopermila — COOPERATIVA DE ELETRIFICAÇÃO LAURO MÜLLER,2025,658,-0.4119749776586238,0.4270516717325228,-0.3146820190628302,False,True
coopermila,Grupo Coopermila,coopermila,Coopermila — COOPERATIVA DE ELETRIFICAÇÃO LAURO MÜLLER,2026,229,-0.6519756838905775,0.22707423580786026,-0.19997743592466252,True,False
coopernorte,Grupo Coopernorte,coopernorte,Coopernorte — COOPERATIVA REGIONAL DE DISTRIBUIÇÃO DE ENERGIA DO LITORAL NORTE,2026,19135,-0.6510376773534668,0.889835380193363,-0.01887089693396682,True,False
coopersul,Grupo Coopersul,coopersul,Coopersul — COOPERATIVA REGIONAL DE ELETRIFICAÇÃO RURAL FRONTEIRA SUL LTDA,2025,8144,-0.6291438979963571,0.8538801571709234,-0.03705791204583442,True,False
cooperzem,Grupo Cooperzem,cooperzem,Cooperzem — COOPERZEM COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,2026,5775,-0.7976878612716762,0.7897835497835498,-0.04311187848760101,True,False
coorsel,Grupo Coorsel,coorsel,Coorsel — COOPERATIVA REGIONAL SUL DE ELETRIFICAÇÃO RURAL,2026,8801,-0.5207993030600022,0.9037609362572435,0.000298015643065197,True,False
copel,Grupo Copel,copel_dis,Copel-Dis — COPEL DISTRIBUIÇÃO S.A.,2026,6456244,-0.5896803421794256,0.858592704984508,-0.0029089891407385604,True,False
coprel,Grupo Coprel,coprel,Coprel — COPREL COOPERATIVA DE ENERGIA,2026,2687,-0.8379861320470304,0.16486788239672498,0.0735202791407708,True,False
cpfl,Grupo CPFL,cpfl_paulista,CPFL Paulista — COMPANHIA PAULISTA DE FORÇA E LUZ,2026,8456766,-0.6950753138301613,0.7113771387312833,-0.015255526287583532,True,False
cpfl,Grupo CPFL,cpfl_piratininga,CPFL Piratininga — COMPANHIA PIRATININGA DE FORÇA E LUZ,2026,2948358,-0.7002075820579552,0.7551718617616993,-0.039645246904432274,True,False
cpfl,Grupo CPFL,cpfl_santa_cruz,CPFL Santa Cruz — COMPANHIA JAGUARI DE ENERGIA - CPFL SANTA CRUZ,2026,751273,-0.6853829960002462,0.7240377332873669,-0.013913275487299703,True,False
creluz_d,Grupo Creluz D,creluz_d,Creluz-D — COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA,2026,15158,-0.6555313153349696,0.837247658002375,0.016731341303893088,True,False
creral,Grupo Creral,creral,Creral — COOPERATIVA REGIONAL DE ELETRIFICAÇÃO RURAL DO ALTO URUGUAI,2026,3792,-0.7591616386154335,0.7531645569620253,-0.08487926647398614,True,False
dcelt,Grupo Dcelt,dcelt,Dcelt — DISTRIBUIDORA CATARINENSE DE ENERGIA ELÉTRICA S/A.,2026,27799,-0.6153452331534524,0.7813230691751502,-0.005199692690077473,True,False
demei,Grupo Demei,demei,Demei — DEPARTAMENTO MUNICIPAL DE ENERGIA DE IJUÍ,2026,22458,-0.7431903945111492,0.7581708077299849,-0.04155474973142159,True,False
dmed,Grupo DMED,dmed,Dmed — DME DISTRIBUIÇÃO S.A.,2026,68279,-0.8076588288651197,0.6422326044611081,-0.20458236727041035,True,False
edp,Grupo EDP,edp_es,EDP ES — EDP ESPÍRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.,2024,9027377,42.61051690821256,0.7778098776643536,0.7778098776643536,True,True
edp,Grupo EDP,edp_es,EDP ES — EDP ESPÍRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.,2026,3869750,-0.6316527969115471,0.7684871115705149,-0.0024958764475282447,True,False
edp,Grupo EDP,edp_sp,EDP SP — EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.,2024,11579193,40.10207015526164,0.7621087238117544,0.7621087238117544,True,True
edp,Grupo EDP,edp_sp,EDP SP — EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.,2026,4829960,-0.6317076561139743,0.7669104920123562,0.00911252331014445,True,False
eflul,Grupo Eflul,eflul,Eflul — EMPRESA FORÇA E LUZ DE URUSSANGA LTDA.,2024,9090,1.6098191214470283,0.6055005500550055,0.08841757560768992,True,False
eflul,Grupo Eflul,eflul,Eflul — EMPRESA FORÇA E LUZ DE URUSSANGA LTDA.,2026,3370,-0.7253463732681337,0.4406528189910979,-0.12707334237809526,True,False
eletrocar,Grupo Eletrocar,eletrocar,Eletrocar — CENTRAIS ELÉTRICAS DE CARAZINHO S.A.,2026,36969,-0.7017811335366149,0.8383510508804675,0.0017990930855882326,True,False
enel,Grupo ENEL,enel_ce,Enel CE — COMPANHIA ENERGÉTICA DO CEARÁ,2026,4243176,-0.6763134678296929,0.8524887961281832,-0.00462558527895951,True,False
enel,Grupo ENEL,enel_go,Enel GO — CELG DISTRIBUIÇÃO S.A.,2026,5629970,-0.6513155507032625,0.8921500469807122,-0.005493861680073486,True,False
enel,Grupo ENEL,enel_rj,Enel RJ — AMPLA ENERGIA E SERVIÇOS S.A.,2026,3248737,-0.6698125940764728,0.8739762560034869,-0.009271144411389654,True,False
enel,Grupo ENEL,enel_sp,Enel SP — ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S.A.,2026,11926216,-0.6224477976103588,0.9178238931778528,0.0005593540169868128,True,False
energisa,Grupo Energisa,energisa_ac,Energisa AC — ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A.,2026,122009,-0.6434747543225497,0.014441557590013851,-0.00958413371111964,True,False
energisa,Grupo Energisa,energisa_ms,Energisa MS — ENERGISA MATO GROSSO DO SUL DISTRIBUIDORA DE ENERGIA S.A.,2026,704794,-0.634538102630954,0.06189326242845427,-0.023629075634975273,True,False
energisa,Grupo Energisa,energisa_mt,Energisa MT — ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S.A.,2026,1005245,-0.6599661943321893,0.0978885744271297,-0.03676243803469348,True,False
energisa,Grupo Energisa,energisa_minas_rio,Energisa Minas Rio — ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S.A.,2026,168840,-0.7296055065412599,0.09360341151385927,-0.023809359677372285,True,False
energisa,Grupo Energisa,energisa_pb,Energisa PB — ENERGISA PARAÍBA DISTRIBUIDORA DE ENERGIA S.A.,2026,559147,-0.634109920081561,0.10181222469225445,-0.023610581346027615,True,False
energisa,Grupo Energisa,energisa_ro,Energisa RO — ENERGISA RONDÔNIA DISTRIBUIDORA DE ENERGIA S.A.,2026,405459,-0.6615788463304093,0.0771668652070863,-0.029602242289011663,True,False
energisa,Grupo Energisa,energisa_se,Energisa SE — ENERGISA SERGIPE DISTRIBUIDORA DE ENERGIA S.A.,2026,241566,-0.6364646022293756,0.0876033878939917,-0.012762155055423718,True,False
energisa,Grupo Energisa,energisa_sul_sudeste,Energisa Sul-Sudeste — ENERGISA SUL-SUDESTE DISTRIBUIDORA DE ENERGIA S.A.,2026,330869,-0.6422585343227197,0.14522363835838353,-0.015253957186133982,True,False
energisa,Grupo Energisa,energisa_to,Energisa TO — ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,2026,309366,-0.663178684075006,0.052355462461938285,-0.037719846170628096,True,False
equatorial,Grupo Equatorial,cea_equatorial,CEA Equatorial — COMPANHIA DE ELETRICIDADE DO AMAPA,2026,51981,-0.6688538793295662,0.009753563802158482,-0.00288555247898541,True,False
equatorial,Grupo Equatorial,ceee_equatorial,CEEE Equatorial — COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,2026,2452668,-0.7182787199048382,0.8369783435833957,0.001834708882351932,True,False
equatorial,Grupo Equatorial,equatorial_al,Equatorial AL — EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,2026,157765,-0.7035768438021979,0.030627832535733528,0.012472113850731395,True,False
equatorial,Grupo Equatorial,equatorial_ma,Equatorial MA — EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.,2026,209515,-0.7692771900304047,0.03445099396224614,0.010755971161416703,True,False
equatorial,Grupo Equatorial,equatorial_pa,Equatorial PA — EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,2026,494040,-0.7094015686339097,0.016278034167273903,0.0013234262022275931,True,False
equatorial,Grupo Equatorial,equatorial_pi,Equatorial PI — EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A.,2026,130741,-0.7658897072121678,0.041318331663364974,0.013165862099798087,True,False
forcel,Grupo Forcel,forcel,Forcel — FORÇA E LUZ CORONEL VIVIDA LTDA,2026,5931,-0.6831561515038196,0.7474287641207217,-0.04059410034853417,True,False
hidropan,Grupo Hidropan,hidropan,Hidropan — HIDROPAN DISTRIBUIÇÃO DE ENERGIA S.A.,2026,14879,-0.6228868331010011,0.7650379729820552,-0.023759391103612026,True,False
joao,Grupo JOAO,joao_cesa,João Cesa — EMPRESA FORÇA E LUZ JOÃO CESA LTDA.,2026,2133,-0.5021008403361344,0.5569620253164557,0.06093027928470962,True,False
light,Grupo Light,light,Light — LIGHT SERVIÇOS DE ELETRICIDADE S.A.,2026,9988516,-0.7093715134493838,0.7144267476770323,-0.1126972831446389,True,False
media_brasil,Média Brasil,media_brasil,Média Brasil,2026,122701548,-0.6917483034104726,,,True,False
mux,Grupo MUX,mux_energia,"Mux Energia — MUXFELDT, MARIN & CIA LTDA",2026,7771,-0.7275532026785401,0.7911465705829366,-0.04298728630448756,True,False
neoenergia,Grupo Neoenergia,neoenergia_brasilia,Neoenergia Brasília — NEOENERGIA DISTRIBUIÇÃO BRASÍLIA S.A.,2026,180467,-0.6716124864663228,0.0005541179273773044,-0.10393223921612971,True,False
neoenergia,Grupo Neoenergia,neoenergia_coelba,Neoenergia Coelba — COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,2026,1764124,-0.9559801975716401,0.6019916967288014,-0.34602152654912044,True,True
neoenergia,Grupo Neoenergia,neoenergia_cosern,Neoenergia Cosern — COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE,2025,5513087,-0.6879421162986794,0.8837014543757427,-0.090976124389894,True,False
neoenergia,Grupo Neoenergia,neoenergia_cosern,Neoenergia Cosern — COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE,2026,1063753,-0.8070494806267342,0.7602714163908351,-0.12343003798490759,True,False
neoenergia,Grupo Neoenergia,neoenergia_elektro,Neoenergia Elektro — ELEKTRO REDES S.A.,2024,50085158,-0.5098955384557244,0.9758004956278664,-0.014675948989740895,True,False
neoenergia,Grupo Neoenergia,neoenergia_elektro,Neoenergia Elektro — ELEKTRO REDES S.A.,2026,10024809,-0.7768539565793822,0.9531602048477931,-0.016797599601719226,True,False
neoenergia,Grupo Neoenergia,neoenergia_pernambuco,Neoenergia Pernambuco — COMPANHIA ENERGÉTICA DE PERNAMBUCO,2025,1481135,-0.9544974271884643,0.011007774443247914,-0.948073718950863,True,True
neoenergia,Grupo Neoenergia,neoenergia_pernambuco,Neoenergia Pernambuco — COMPANHIA ENERGÉTICA DE PERNAMBUCO,2026,4966039,2.3528604752436477,0.8928647157221279,0.8818569412788799,True,True
nova,Grupo NOVA,nova_palma,Nova Palma — NOVA PALMA ENERGIA LTDA.,2026,12078,-0.7951145038167939,0.7579897333995694,-0.05987286202027786,True,False
rge,Grupo RGE,rge,RGE — RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,2026,4513230,-0.70259839188589,0.7330189243623746,-0.01922817854137715,True,False
roraima,Grupo Roraima,roraima_energia,Roraima Energia — RORAIMA ENERGIA S.A.,2026,47644,-0.6425913701014223,0.09669633112249182,-0.007906681540293989,True,False
santa,Grupo Santa,santa_maria,Santa Maria — EMPRESA LUZ E FORÇA SANTA MARIA S.A.,2026,65665,-0.62921449826931,0.6175435924769664,-0.011394221263526072,True,False
sulgipe,Grupo Sulgipe,sulgipe,Sulgipe — COMPANHIA SUL SERGIPANA DE ELETRICIDADE,2026,36787,-0.6934467758870686,0.42137168021311877,-0.159726968142742,True,False
