group_id,group_label,distributor_id,distributor_label,ano,meses_com_dados,qtd_serv_realizado,qtd_fora_prazo,compensacao_rs,uc_ativa_media_ano,exposicao_uc_mes,taxa_fora_prazo,fora_prazo_por_100k_uc_mes,compensacao_rs_por_uc_mes,compensacao_media_por_transgressao_rs
cooperativa,Grupo Cooperativa,cejama,COOPERATIVA DE ELETRICIDADE JACINTO MACHADO,2024,12,7370,4,624.98,5776.583333333333,69319,0.000542740841248304,5.770423693359685,0.00901599849968984,156.245
cooperativa,Grupo Cooperativa,cejama,COOPERATIVA DE ELETRICIDADE JACINTO MACHADO,2025,12,5982,7,201.52,6033.166666666667,72398,0.001170177198261451,9.668775380535374,0.0027835023066935553,28.78857142857143
cooperativa,Grupo Cooperativa,ceprag,COOPERATIVA DE ELETRICIDADE PRAIA GRANDE,2023,12,72335,22,5143.929999999999,20529.333333333332,246352,0.000304140457593143,8.93031109956485,0.02088040689744755,233.81499999999997
cooperativa,Grupo Cooperativa,ceprag,COOPERATIVA DE ELETRICIDADE PRAIA GRANDE,2024,12,66825,59,2793.08,21799.083333333332,261589,0.0008829031051253274,22.55446521069311,0.010677360286556392,47.34033898305085
cooperativa,Grupo Cooperativa,ceprag,COOPERATIVA DE ELETRICIDADE PRAIA GRANDE,2025,12,69141,59,2698.89,23355.75,280269,0.000853328705109848,21.05120437865051,0.009629641522965436,45.74389830508474
cooperativa,Grupo Cooperativa,celetro,COOPERATIVA DE ELETRIFICAÇÃO CENTRO JACUÍ LTDA.,2023,12,34481,56,744.12,23953.916666666668,287447,0.0016240828282242394,19.4818523066861,0.002588720703294868,13.287857142857144
cooperativa,Grupo Cooperativa,celetro,COOPERATIVA DE ELETRIFICAÇÃO CENTRO JACUÍ LTDA.,2024,12,35510,71,1752.33,24104.166666666668,289250,0.0019994367783722896,24.546240276577354,0.0060581849611063094,24.680704225352113
cooperativa,Grupo Cooperativa,celetro,COOPERATIVA DE ELETRIFICAÇÃO CENTRO JACUÍ LTDA.,2025,12,45636,9,1654.81,24346.416666666668,292157,0.0001972127267946358,3.080535465520251,0.0056641121041084075,183.86777777777777
cooperativa,Grupo Cooperativa,cedrap,COOPERATIVA DE ELETRIFICAÇÃO DA REGIÃO DO ALTO DA PARAÍBA,2023,12,12353,33,0.0,7634.916666666667,91619,0.0026714158504007124,36.01872973946452,0.0,0.0
cooperativa,Grupo Cooperativa,cedrap,COOPERATIVA DE ELETRIFICAÇÃO DA REGIÃO DO ALTO DA PARAÍBA,2024,12,13908,17,3252.29,7882.416666666667,94589,0.0012223180903077366,17.9724915159268,0.03438338496019622,191.31117647058824
cooperativa,Grupo Cooperativa,cedrap,COOPERATIVA DE ELETRIFICAÇÃO DA REGIÃO DO ALTO DA PARAÍBA,2025,12,13033,19,624.78,8007.666666666667,96092,0.0014578377963630784,19.77271781209674,0.006501894018232527,32.88315789473684
cooperativa,Grupo Cooperativa,cerbranorte,COOPERATIVA DE ELETRIFICAÇÃO DE BRAÇO DO NORTE,2023,12,58036,21,1189.3400000000001,17948.333333333332,215380,0.00036184437245847406,9.750208933048565,0.005522054044015229,56.6352380952381
cooperativa,Grupo Cooperativa,cerbranorte,COOPERATIVA DE ELETRIFICAÇÃO DE BRAÇO DO NORTE,2024,12,58676,12,2249.85,18353.583333333332,220243,0.00020451291839934557,5.448527308472913,0.010215307637473154,187.48749999999998
cooperativa,Grupo Cooperativa,cerbranorte,COOPERATIVA DE ELETRIFICAÇÃO DE BRAÇO DO NORTE,2025,12,84858,16,5275.59,18619.416666666668,223433,0.00018855028400386527,7.160983382042939,0.023611507700294944,329.724375
cooperativa,Grupo Cooperativa,cetril,COOPERATIVA DE ELETRIFICAÇÃO DE IBIÚNA E REGIÃO,2023,12,94616,85,0.0,32113.166666666668,385358,0.0008983681406950198,22.057411549779687,0.0,0.0
cooperativa,Grupo Cooperativa,cetril,COOPERATIVA DE ELETRIFICAÇÃO DE IBIÚNA E REGIÃO,2024,12,96036,36,2768.16,33075.0,396900,0.000374859427714607,9.070294784580499,0.006974452003023431,76.89333333333333
cooperativa,Grupo Cooperativa,cetril,COOPERATIVA DE ELETRIFICAÇÃO DE IBIÚNA E REGIÃO,2025,12,105178,21,1679.65,34114.0,409368,0.00019966152617467532,5.129858709034414,0.0041030319907760255,79.98333333333333
cooperativa,Grupo Cooperativa,cerpalo,COOPERATIVA DE ELETRIFICAÇÃO DE PAULO LOPES,2023,12,74764,10,0.0,16613.833333333332,199366,0.00013375421325771762,5.015900404281572,0.0,0.0
cooperativa,Grupo Cooperativa,cerpalo,COOPERATIVA DE ELETRIFICAÇÃO DE PAULO LOPES,2024,12,96915,6,0.0,17377.0,208524,6.190992106485064e-05,2.8773666340565116,0.0,0.0
cooperativa,Grupo Cooperativa,cerpalo,COOPERATIVA DE ELETRIFICAÇÃO DE PAULO LOPES,2025,12,98203,11,0.0,18051.25,216615,0.00011201287129721088,5.078134016573182,0.0,0.0
cooperativa,Grupo Cooperativa,cerim,COOPERATIVA DE ELETRIFICAÇÃO E DESENVOLVIMENTO DA REGIÃO DE ITU-MAIRINQUE,2023,12,42441,22,103.3,15505.75,186069,0.0005183666737353031,11.823570825876423,0.000555170393778652,4.695454545454545
cooperativa,Grupo Cooperativa,cerim,COOPERATIVA DE ELETRIFICAÇÃO E DESENVOLVIMENTO DA REGIÃO DE ITU-MAIRINQUE,2024,12,46382,19,2143.51,16170.833333333334,194050,0.00040964167133801906,9.79129090440608,0.01104617366658078,112.81631578947369
