group_id,group_label,distributor_id,distributor_label,taxa_fora_prazo_2023,taxa_fora_prazo_2026,delta_taxa_fora_prazo_abs,delta_taxa_fora_prazo_pct,fora_prazo_por_100k_uc_mes_2023,fora_prazo_por_100k_uc_mes_2026,delta_fora_prazo_por_100k_uc_mes_abs,delta_fora_prazo_por_100k_uc_mes_pct,compensacao_rs_por_uc_mes_2023,compensacao_rs_por_uc_mes_2026,delta_compensacao_rs_por_uc_mes_abs,delta_compensacao_rs_por_uc_mes_pct,compensacao_media_por_transgressao_rs_2023,compensacao_media_por_transgressao_rs_2026,delta_compensacao_media_por_transgressao_rs_abs,delta_compensacao_media_por_transgressao_rs_pct
demei,Grupo Demei,demei,Demei — DEPARTAMENTO MUNICIPAL DE ENERGIA DE IJUÍ,0.002851967472154777,0.00040074806305102857,-0.0024512194091037484,-0.8594836487569589,51.205402861966846,,,,0.007253591297849374,,,,14.165675675675677,362.9,348.7343243243243,24.6182626447637
dmed,Grupo DMED,dmed,Dmed — DME DISTRIBUIÇÃO S.A.,0.001827703656063579,0.002665534058788207,0.0008378304027246281,0.4584060440788893,53.37570169403169,,,,0.07111503469899745,,,,133.2348473967684,282.9502197802198,149.7153723834514,1.1236953042592877
edp,Grupo EDP,edp_es,EDP ES — EDP ESPÍRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.,0.01896618357487923,0.00046721364429226696,-0.018498969930586962,-0.9753659642464342,18.370507876226576,,,,0.08173695912693014,,,,444.93576158940397,715.2763550884955,270.34059349909154,0.6075946616054826
edp,Grupo EDP,edp_sp,EDP SP — EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.,0.013580956843368191,0.0008033192821472641,-0.012777637561220927,-0.9408495814093144,14.261348264733863,,,,0.059159554816321215,,,,414.8244171458442,615.3987328221649,200.57431567632068,0.4835161754854045
eflul,Grupo Eflul,eflul,Eflul — EMPRESA FORÇA E LUZ DE URUSSANGA LTDA.,0.027849554981337926,0.009198813056379823,-0.0186507419249581,-0.6696962280889596,107.67488843993517,,,,0.000960082587749484,,,,0.8916494845360826,2.4438709677419355,1.552221483205853,1.7408426855239645
eletrocar,Grupo Eletrocar,eletrocar,Eletrocar — CENTRAIS ELÉTRICAS DE CARAZINHO S.A.,0.0041417524090260355,0.0033000622142876465,-0.000841690194738389,-0.20322078956340095,92.86682395462076,,,,0.0,,,,0.0,37.20934426229508,37.20934426229508,
enel,Grupo ENEL,enel_ce,Enel CE — COMPANHIA ENERGÉTICA DO CEARÁ,0.0033544056516641354,0.001888208266638009,-0.0014661973850261265,-0.43709602751794185,70.42842095939658,,,,0.19384924416568322,,,,275.24292256593577,760.9633115539191,485.7203889879833,1.7646971063229668
enel,Grupo ENEL,enel_go,Enel GO — CELG DISTRIBUIÇÃO S.A.,0.0017511216268419156,0.0022909535930031597,0.0005398319661612441,0.3082778248446463,45.39370492602279,,,,0.5103065426581206,,,,1124.1790981585593,527.8617165452008,-596.3173816133585,-0.5304469568862693
enel,Grupo ENEL,enel_rj,Enel RJ — AMPLA ENERGIA E SERVIÇOS S.A.,0.0015700425351513022,0.0005793020487654126,-0.0009907404863858896,-0.6310277996961489,51.024199831304585,,,,0.1293986185652514,,,,253.60244549266247,854.6885711105207,601.0861256178582,2.370190573084397
enel,Grupo ENEL,enel_sp,Enel SP — ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S.A.,0.000611753225324624,0.0004884197971930074,-0.00012333342813161663,-0.2016065024686553,23.256956611022588,,,,0.11385265225586054,,,,489.5423513921865,1856.1518231759658,1366.6094717837793,2.791606217311623
energisa,Grupo Energisa,energisa_ac,Energisa AC — ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A.,0.017021431298056822,0.007851879779360539,-0.009169551518696284,-0.5387062555510879,134.9496547283396,,,,0.49136016108642255,,,,364.10627509611277,244.28909185803755,-119.81718323807522,-0.3290720084580998
energisa,Grupo Energisa,energisa_ms,Energisa MS — ENERGISA MATO GROSSO DO SUL DISTRIBUIDORA DE ENERGIA S.A.,0.00396607256482751,0.004687894618853168,0.0007218220540256585,0.18199920506423006,45.35635269507958,,,,0.22385580910902,,,,493.54896460469735,1014.6612560532687,521.1122914485713,1.0558471981922817
energisa,Grupo Energisa,energisa_mt,Energisa MT — ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S.A.,0.010859386960902646,0.007261911275360733,-0.0035974756855419133,-0.33127797162897,110.88061907012657,,,,0.4311771927862887,,,,388.8661484777517,350.8865068493151,-37.97964162843664,-0.09766764676511708
energisa,Grupo Energisa,energisa_minas_rio,Energisa Minas Rio — ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S.A.,0.005055983321936954,0.005845771144278607,0.0007897878223416532,0.15620854976220233,31.734927517145948,,,,0.06051578064706259,,,,190.69140969162996,349.09555217831814,158.4041424866882,0.8306831584225318
energisa,Grupo Energisa,energisa_pb,Energisa PB — ENERGISA PARAÍBA DISTRIBUIDORA DE ENERGIA S.A.,0.012890846162755943,0.010095735110802705,-0.002795111051953238,-0.216829137254685,74.01705559455229,,,,0.09638748958750014,,,,130.2233502984606,215.7240354295837,85.5006851311231,0.656569539450206
energisa,Grupo Energisa,energisa_ro,Energisa RO — ENERGISA RONDÔNIA DISTRIBUIDORA DE ENERGIA S.A.,0.0096087686740174,0.003946144986299478,-0.005662623687717921,-0.5893183486693716,101.36145351817116,,,,0.2210803841131712,,,,218.11090551650184,1239.7091062499999,1021.5982007334981,4.683847413838763
